0x0000 | 0b0000000000000 | 000 | minecraft:air                           | minecraft:air
0x0bde | 0b0101111011110 | --- | --------------------------------------- | ---
0x0bdf | 0b0101111011111 | --- | --------------------------------------- | ---
0x0be0 | 0b0101111100000 | 190 | minecraft:jungle_fence                  | minecraft:jungle_fence[east=false,north=false,south=false,west=false]
0x0be1 | 0b0101111100001 | --- | --------------------------------------- | ---
0x0be2 | 0b0101111100010 | --- | --------------------------------------- | ---
0x0be3 | 0b0101111100011 | --- | --------------------------------------- | ---
0x0be4 | 0b0101111100100 | --- | --------------------------------------- | ---
0x0be5 | 0b0101111100101 | --- | --------------------------------------- | ---
0x0be6 | 0b0101111100110 | --- | --------------------------------------- | ---
0x0be7 | 0b0101111100111 | --- | --------------------------------------- | ---
0x0be8 | 0b0101111101000 | --- | --------------------------------------- | ---
0x0be9 | 0b0101111101001 | --- | --------------------------------------- | ---
0x0bea | 0b0101111101010 | --- | --------------------------------------- | ---
0x0beb | 0b0101111101011 | --- | --------------------------------------- | ---
0x0bec | 0b0101111101100 | --- | --------------------------------------- | ---
0x0bed | 0b0101111101101 | --- | --------------------------------------- | ---
0x0bee | 0b0101111101110 | --- | --------------------------------------- | ---
0x0bef | 0b0101111101111 | --- | --------------------------------------- | ---
0x0bf0 | 0b0101111110000 | 191 | minecraft:dark_oak_fence                | minecraft:dark_oak_fence[east=false,north=false,south=false,west=false]
0x0bf1 | 0b0101111110001 | --- | --------------------------------------- | ---
0x0bf2 | 0b0101111110010 | --- | --------------------------------------- | ---
0x0bf3 | 0b0101111110011 | --- | --------------------------------------- | ---
0x0bf4 | 0b0101111110100 | --- | --------------------------------------- | ---
0x0bf5 | 0b0101111110101 | --- | --------------------------------------- | ---
0x0bf6 | 0b0101111110110 | --- | --------------------------------------- | ---
0x0bf7 | 0b0101111110111 | --- | --------------------------------------- | ---
0x0bf8 | 0b0101111111000 | --- | --------------------------------------- | ---
0x0bf9 | 0b0101111111001 | --- | --------------------------------------- | ---
0x0bfa | 0b0101111111010 | --- | --------------------------------------- | ---
0x0bfb | 0b0101111111011 | --- | --------------------------------------- | ---
0x0bfc | 0b0101111111100 | --- | --------------------------------------- | ---
0x0bfd | 0b0101111111101 | --- | --------------------------------------- | ---
0x0bfe | 0b0101111111110 | --- | --------------------------------------- | ---
0x0bff | 0b0101111111111 | --- | --------------------------------------- | ---
0x0c00 | 0b0110000000000 | 192 | minecraft:acacia_fence                  | minecraft:acacia_fence[east=false,north=false,south=false,west=false]
0x0c01 | 0b0110000000001 | --- | --------------------------------------- | ---
0x0c02 | 0b0110000000010 | --- | --------------------------------------- | ---
0x0c03 | 0b0110000000011 | --- | --------------------------------------- | ---
0x0c04 | 0b0110000000100 | --- | --------------------------------------- | ---
0x0c05 | 0b0110000000101 | --- | --------------------------------------- | ---
0x0c06 | 0b0110000000110 | --- | --------------------------------------- | ---
0x0c07 | 0b0110000000111 | --- | --------------------------------------- | ---
0x0c08 | 0b0110000001000 | --- | --------------------------------------- | ---
0x0c09 | 0b0110000001001 | --- | --------------------------------------- | ---
0x0c0a | 0b0110000001010 | --- | --------------------------------------- | ---
0x0c0b | 0b0110000001011 | --- | --------------------------------------- | ---
0x0c0c | 0b0110000001100 | --- | --------------------------------------- | ---
0x0c0d | 0b0110000001101 | --- | --------------------------------------- | ---
0x0c0e | 0b0110000001110 | --- | --------------------------------------- | ---
0x0c0f | 0b0110000001111 | --- | --------------------------------------- | ---
0x0c10 | 0b0110000010000 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=east,half=lower,hinge=right,open=false,powered=false]
0x0c11 | 0b0110000010001 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=south,half=lower,hinge=right,open=false,powered=false]
0x0c12 | 0b0110000010010 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=west,half=lower,hinge=right,open=false,powered=false]
0x0c13 | 0b0110000010011 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=north,half=lower,hinge=right,open=false,powered=false]
0x0c14 | 0b0110000010100 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=east,half=lower,hinge=right,open=true,powered=false]
0x0c15 | 0b0110000010101 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=south,half=lower,hinge=right,open=true,powered=false]
0x0c16 | 0b0110000010110 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=west,half=lower,hinge=right,open=true,powered=false]
0x0c17 | 0b0110000010111 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=north,half=lower,hinge=right,open=true,powered=false]
0x0c18 | 0b0110000011000 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=east,half=upper,hinge=left,open=false,powered=false]
0x0c19 | 0b0110000011001 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=east,half=upper,hinge=right,open=false,powered=false]
0x0c1a | 0b0110000011010 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=east,half=upper,hinge=left,open=false,powered=true]
0x0c1b | 0b0110000011011 | 193 | minecraft:spruce_door                   | minecraft:spruce_door[facing=east,half=upper,hinge=right,open=false,powered=true]
0x0c1c | 0b0110000011100 | --- | --------------------------------------- | ---
0x0c1d | 0b0110000011101 | --- | --------------------------------------- | ---
0x0c1e | 0b0110000011110 | --- | --------------------------------------- | ---
0x0c1f | 0b0110000011111 | --- | --------------------------------------- | ---
0x0c20 | 0b0110000100000 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=east,half=lower,hinge=right,open=false,powered=false]
0x0c21 | 0b0110000100001 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=south,half=lower,hinge=right,open=false,powered=false]
0x0c22 | 0b0110000100010 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=west,half=lower,hinge=right,open=false,powered=false]
0x0c23 | 0b0110000100011 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=north,half=lower,hinge=right,open=false,powered=false]
0x0c24 | 0b0110000100100 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=east,half=lower,hinge=right,open=true,powered=false]
0x0c25 | 0b0110000100101 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=south,half=lower,hinge=right,open=true,powered=false]
0x0c26 | 0b0110000100110 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=west,half=lower,hinge=right,open=true,powered=false]
0x0c27 | 0b0110000100111 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=north,half=lower,hinge=right,open=true,powered=false]
0x0c28 | 0b0110000101000 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=east,half=upper,hinge=left,open=false,powered=false]
0x0c29 | 0b0110000101001 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=east,half=upper,hinge=right,open=false,powered=false]
0x0c2a | 0b0110000101010 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=east,half=upper,hinge=left,open=false,powered=true]
0x0c2b | 0b0110000101011 | 194 | minecraft:birch_door                    | minecraft:birch_door[facing=east,half=upper,hinge=right,open=false,powered=true]
0x0c2c | 0b0110000101100 | --- | --------------------------------------- | ---
0x0c2d | 0b0110000101101 | --- | --------------------------------------- | ---
0x0c2e | 0b0110000101110 | --- | --------------------------------------- | ---
0x0c2f | 0b0110000101111 | --- | --------------------------------------- | ---
0x0c30 | 0b0110000110000 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=east,half=lower,hinge=right,open=false,powered=false]
0x0c31 | 0b0110000110001 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=south,half=lower,hinge=right,open=false,powered=false]
0x0c32 | 0b0110000110010 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=west,half=lower,hinge=right,open=false,powered=false]
0x0c33 | 0b0110000110011 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=north,half=lower,hinge=right,open=false,powered=false]
0x0c34 | 0b0110000110100 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=east,half=lower,hinge=right,open=true,powered=false]
0x0c35 | 0b0110000110101 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=south,half=lower,hinge=right,open=true,powered=false]
0x0c36 | 0b0110000110110 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=west,half=lower,hinge=right,open=true,powered=false]
0x0c37 | 0b0110000110111 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=north,half=lower,hinge=right,open=true,powered=false]
0x0c38 | 0b0110000111000 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=east,half=upper,hinge=left,open=false,powered=false]
0x0c39 | 0b0110000111001 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=east,half=upper,hinge=right,open=false,powered=false]
0x0c3a | 0b0110000111010 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=east,half=upper,hinge=left,open=false,powered=true]
0x0c3b | 0b0110000111011 | 195 | minecraft:jungle_door                   | minecraft:jungle_door[facing=east,half=upper,hinge=right,open=false,powered=true]
0x0c3c | 0b0110000111100 | --- | --------------------------------------- | ---
0x0c3d | 0b0110000111101 | --- | --------------------------------------- | ---
0x0c3e | 0b0110000111110 | --- | --------------------------------------- | ---
0x0c3f | 0b0110000111111 | --- | --------------------------------------- | ---
0x0c40 | 0b0110001000000 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=east,half=lower,hinge=right,open=false,powered=false]
0x0c41 | 0b0110001000001 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=south,half=lower,hinge=right,open=false,powered=false]
0x0c42 | 0b0110001000010 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=west,half=lower,hinge=right,open=false,powered=false]
0x0c43 | 0b0110001000011 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=north,half=lower,hinge=right,open=false,powered=false]
0x0c44 | 0b0110001000100 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=east,half=lower,hinge=right,open=true,powered=false]
0x0c45 | 0b0110001000101 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=south,half=lower,hinge=right,open=true,powered=false]
0x0c46 | 0b0110001000110 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=west,half=lower,hinge=right,open=true,powered=false]
0x0c47 | 0b0110001000111 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=north,half=lower,hinge=right,open=true,powered=false]
0x0c48 | 0b0110001001000 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=east,half=upper,hinge=left,open=false,powered=false]
0x0c49 | 0b0110001001001 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=east,half=upper,hinge=right,open=false,powered=false]
0x0c4a | 0b0110001001010 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=east,half=upper,hinge=left,open=false,powered=true]
0x0c4b | 0b0110001001011 | 196 | minecraft:acacia_door                   | minecraft:acacia_door[facing=east,half=upper,hinge=right,open=false,powered=true]
0x0c4c | 0b0110001001100 | --- | --------------------------------------- | ---
0x0c4d | 0b0110001001101 | --- | --------------------------------------- | ---
0x0c4e | 0b0110001001110 | --- | --------------------------------------- | ---
0x0c4f | 0b0110001001111 | --- | --------------------------------------- | ---
0x0c50 | 0b0110001010000 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=east,half=lower,hinge=right,open=false,powered=false]
0x0c51 | 0b0110001010001 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=south,half=lower,hinge=right,open=false,powered=false]
0x0c52 | 0b0110001010010 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=west,half=lower,hinge=right,open=false,powered=false]
0x0c53 | 0b0110001010011 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=north,half=lower,hinge=right,open=false,powered=false]
0x0c54 | 0b0110001010100 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=east,half=lower,hinge=right,open=true,powered=false]
0x0c55 | 0b0110001010101 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=south,half=lower,hinge=right,open=true,powered=false]
0x0c56 | 0b0110001010110 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=west,half=lower,hinge=right,open=true,powered=false]
0x0c57 | 0b0110001010111 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=north,half=lower,hinge=right,open=true,powered=false]
0x0c58 | 0b0110001011000 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=east,half=upper,hinge=left,open=false,powered=false]
0x0c59 | 0b0110001011001 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=east,half=upper,hinge=right,open=false,powered=false]
0x0c5a | 0b0110001011010 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=east,half=upper,hinge=left,open=false,powered=true]
0x0c5b | 0b0110001011011 | 197 | minecraft:dark_oak_door                 | minecraft:dark_oak_door[facing=east,half=upper,hinge=right,open=false,powered=true]
0x0c5c | 0b0110001011100 | --- | --------------------------------------- | ---
0x0c5d | 0b0110001011101 | --- | --------------------------------------- | ---
0x0c5e | 0b0110001011110 | --- | --------------------------------------- | ---
0x0c5f | 0b0110001011111 | --- | --------------------------------------- | ---
0x0c60 | 0b0110001100000 | 198 | minecraft:end_rod                       | minecraft:end_rod[facing=down]
0x0c61 | 0b0110001100001 | 198 | minecraft:end_rod                       | minecraft:end_rod[facing=up]
0x0c62 | 0b0110001100010 | 198 | minecraft:end_rod                       | minecraft:end_rod[facing=north]
0x0c63 | 0b0110001100011 | 198 | minecraft:end_rod                       | minecraft:end_rod[facing=south]
0x0c64 | 0b0110001100100 | 198 | minecraft:end_rod                       | minecraft:end_rod[facing=west]
0x0c65 | 0b0110001100101 | 198 | minecraft:end_rod                       | minecraft:end_rod[facing=east]
0x0c66 | 0b0110001100110 | --- | --------------------------------------- | ---
0x0c67 | 0b0110001100111 | --- | --------------------------------------- | ---
0x0c68 | 0b0110001101000 | --- | --------------------------------------- | ---
0x0c69 | 0b0110001101001 | --- | --------------------------------------- | ---
0x0c6a | 0b0110001101010 | --- | --------------------------------------- | ---
0x0c6b | 0b0110001101011 | --- | --------------------------------------- | ---
0x0c6c | 0b0110001101100 | --- | --------------------------------------- | ---
0x0c6d | 0b0110001101101 | --- | --------------------------------------- | ---
0x0c6e | 0b0110001101110 | --- | --------------------------------------- | ---
0x0c6f | 0b0110001101111 | --- | --------------------------------------- | ---
0x0c70 | 0b0110001110000 | 199 | minecraft:chorus_plant                  | minecraft:chorus_plant[down=false,east=false,north=false,south=false,up=false,west=false]
0x0c71 | 0b0110001110001 | --- | --------------------------------------- | ---
0x0c72 | 0b0110001110010 | --- | --------------------------------------- | ---
0x0c73 | 0b0110001110011 | --- | --------------------------------------- | ---
0x0c74 | 0b0110001110100 | --- | --------------------------------------- | ---
0x0c75 | 0b0110001110101 | --- | --------------------------------------- | ---
0x0c76 | 0b0110001110110 | --- | --------------------------------------- | ---
0x0c77 | 0b0110001110111 | --- | --------------------------------------- | ---
0x0c78 | 0b0110001111000 | --- | --------------------------------------- | ---
0x0c79 | 0b0110001111001 | --- | --------------------------------------- | ---
0x0c7a | 0b0110001111010 | --- | --------------------------------------- | ---
0x0c7b | 0b0110001111011 | --- | --------------------------------------- | ---
0x0c7c | 0b0110001111100 | --- | --------------------------------------- | ---
0x0c7d | 0b0110001111101 | --- | --------------------------------------- | ---
0x0c7e | 0b0110001111110 | --- | --------------------------------------- | ---
0x0c7f | 0b0110001111111 | --- | --------------------------------------- | ---
0x0c80 | 0b0110010000000 | 200 | minecraft:chorus_flower                 | minecraft:chorus_flower[age=0]
0x0c81 | 0b0110010000001 | 200 | minecraft:chorus_flower                 | minecraft:chorus_flower[age=1]
0x0c82 | 0b0110010000010 | 200 | minecraft:chorus_flower                 | minecraft:chorus_flower[age=2]
0x0c83 | 0b0110010000011 | 200 | minecraft:chorus_flower                 | minecraft:chorus_flower[age=3]
0x0c84 | 0b0110010000100 | 200 | minecraft:chorus_flower                 | minecraft:chorus_flower[age=4]
0x0c85 | 0b0110010000101 | 200 | minecraft:chorus_flower                 | minecraft:chorus_flower[age=5]
0x0c86 | 0b0110010000110 | --- | --------------------------------------- | ---
0x0c87 | 0b0110010000111 | --- | --------------------------------------- | ---
0x0c88 | 0b0110010001000 | --- | --------------------------------------- | ---
0x0c89 | 0b0110010001001 | --- | --------------------------------------- | ---
0x0c8a | 0b0110010001010 | --- | --------------------------------------- | ---
0x0c8b | 0b0110010001011 | --- | --------------------------------------- | ---
0x0c8c | 0b0110010001100 | --- | --------------------------------------- | ---
0x0c8d | 0b0110010001101 | --- | --------------------------------------- | ---
0x0c8e | 0b0110010001110 | --- | --------------------------------------- | ---
0x0c8f | 0b0110010001111 | --- | --------------------------------------- | ---
0x0c90 | 0b0110010010000 | 201 | minecraft:purpur_block                  | minecraft:purpur_block
0x0c91 | 0b0110010010001 | --- | --------------------------------------- | ---
0x0c92 | 0b0110010010010 | --- | --------------------------------------- | ---
0x0c93 | 0b0110010010011 | --- | --------------------------------------- | ---
0x0c94 | 0b0110010010100 | --- | --------------------------------------- | ---
0x0c95 | 0b0110010010101 | --- | --------------------------------------- | ---
0x0c96 | 0b0110010010110 | --- | --------------------------------------- | ---
0x0c97 | 0b0110010010111 | --- | --------------------------------------- | ---
0x0c98 | 0b0110010011000 | --- | --------------------------------------- | ---
0x0c99 | 0b0110010011001 | --- | --------------------------------------- | ---
0x0c9a | 0b0110010011010 | --- | --------------------------------------- | ---
0x0c9b | 0b0110010011011 | --- | --------------------------------------- | ---
0x0c9c | 0b0110010011100 | --- | --------------------------------------- | ---
0x0c9d | 0b0110010011101 | --- | --------------------------------------- | ---
0x0c9e | 0b0110010011110 | --- | --------------------------------------- | ---
0x0c9f | 0b0110010011111 | --- | --------------------------------------- | ---
0x0ca0 | 0b0110010100000 | 202 | minecraft:purpur_pillar                 | minecraft:purpur_pillar[axis=y]
0x0ca1 | 0b0110010100001 | --- | --------------------------------------- | ---
0x0ca2 | 0b0110010100010 | --- | --------------------------------------- | ---
0x0ca3 | 0b0110010100011 | --- | --------------------------------------- | ---
0x0ca4 | 0b0110010100100 | 202 | minecraft:purpur_pillar                 | minecraft:purpur_pillar[axis=x]
0x0ca5 | 0b0110010100101 | --- | --------------------------------------- | ---
0x0ca6 | 0b0110010100110 | --- | --------------------------------------- | ---
0x0ca7 | 0b0110010100111 | --- | --------------------------------------- | ---
0x0ca8 | 0b0110010101000 | 202 | minecraft:purpur_pillar                 | minecraft:purpur_pillar[axis=z]
0x0ca9 | 0b0110010101001 | --- | --------------------------------------- | ---
0x0caa | 0b0110010101010 | --- | --------------------------------------- | ---
0x0cab | 0b0110010101011 | --- | --------------------------------------- | ---
0x0cac | 0b0110010101100 | --- | --------------------------------------- | ---
0x0cad | 0b0110010101101 | --- | --------------------------------------- | ---
0x0cae | 0b0110010101110 | --- | --------------------------------------- | ---
0x0caf | 0b0110010101111 | --- | --------------------------------------- | ---
0x0cb0 | 0b0110010110000 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=east,half=bottom,shape=outer_right]
0x0cb1 | 0b0110010110001 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=west,half=bottom,shape=outer_right]
0x0cb2 | 0b0110010110010 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=south,half=bottom,shape=outer_right]
0x0cb3 | 0b0110010110011 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=north,half=bottom,shape=outer_right]
0x0cb4 | 0b0110010110100 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=east,half=top,shape=outer_right]
0x0cb5 | 0b0110010110101 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=west,half=top,shape=outer_right]
0x0cb6 | 0b0110010110110 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=south,half=top,shape=outer_right]
0x0cb7 | 0b0110010110111 | 203 | minecraft:purpur_stairs                 | minecraft:purpur_stairs[facing=north,half=top,shape=outer_right]
0x0cb8 | 0b0110010111000 | --- | --------------------------------------- | ---
0x0cb9 | 0b0110010111001 | --- | --------------------------------------- | ---
0x0cba | 0b0110010111010 | --- | --------------------------------------- | ---
0x0cbb | 0b0110010111011 | --- | --------------------------------------- | ---
0x0cbc | 0b0110010111100 | --- | --------------------------------------- | ---
0x0cbd | 0b0110010111101 | --- | --------------------------------------- | ---
0x0cbe | 0b0110010111110 | --- | --------------------------------------- | ---
0x0cbf | 0b0110010111111 | --- | --------------------------------------- | ---
0x0cc0 | 0b0110011000000 | 204 | minecraft:purpur_double_slab            | minecraft:purpur_double_slab[variant=default]
0x0cc1 | 0b0110011000001 | --- | --------------------------------------- | ---
0x0cc2 | 0b0110011000010 | --- | --------------------------------------- | ---
0x0cc3 | 0b0110011000011 | --- | --------------------------------------- | ---
0x0cc4 | 0b0110011000100 | --- | --------------------------------------- | ---
0x0cc5 | 0b0110011000101 | --- | --------------------------------------- | ---
0x0cc6 | 0b0110011000110 | --- | --------------------------------------- | ---
0x0cc7 | 0b0110011000111 | --- | --------------------------------------- | ---
0x0cc8 | 0b0110011001000 | --- | --------------------------------------- | ---
0x0cc9 | 0b0110011001001 | --- | --------------------------------------- | ---
0x0cca | 0b0110011001010 | --- | --------------------------------------- | ---
0x0ccb | 0b0110011001011 | --- | --------------------------------------- | ---
0x0ccc | 0b0110011001100 | --- | --------------------------------------- | ---
0x0ccd | 0b0110011001101 | --- | --------------------------------------- | ---
0x0cce | 0b0110011001110 | --- | --------------------------------------- | ---
0x0ccf | 0b0110011001111 | --- | --------------------------------------- | ---
0x0cd0 | 0b0110011010000 | 205 | minecraft:purpur_slab                   | minecraft:purpur_slab[half=bottom,variant=default]
0x0cd1 | 0b0110011010001 | --- | --------------------------------------- | ---
0x0cd2 | 0b0110011010010 | --- | --------------------------------------- | ---
0x0cd3 | 0b0110011010011 | --- | --------------------------------------- | ---
0x0cd4 | 0b0110011010100 | --- | --------------------------------------- | ---
0x0cd5 | 0b0110011010101 | --- | --------------------------------------- | ---
0x0cd6 | 0b0110011010110 | --- | --------------------------------------- | ---
0x0cd7 | 0b0110011010111 | --- | --------------------------------------- | ---
0x0cd8 | 0b0110011011000 | 205 | minecraft:purpur_slab                   | minecraft:purpur_slab[half=top,variant=default]
0x0cd9 | 0b0110011011001 | --- | --------------------------------------- | ---
0x0cda | 0b0110011011010 | --- | --------------------------------------- | ---
0x0cdb | 0b0110011011011 | --- | --------------------------------------- | ---
0x0cdc | 0b0110011011100 | --- | --------------------------------------- | ---
0x0cdd | 0b0110011011101 | --- | --------------------------------------- | ---
0x0cde | 0b0110011011110 | --- | --------------------------------------- | ---
0x0cdf | 0b0110011011111 | --- | --------------------------------------- | ---
0x0ce0 | 0b0110011100000 | 206 | minecraft:end_bricks                    | minecraft:end_bricks
0x0ce1 | 0b0110011100001 | --- | --------------------------------------- | ---
0x0ce2 | 0b0110011100010 | --- | --------------------------------------- | ---
0x0ce3 | 0b0110011100011 | --- | --------------------------------------- | ---
0x0ce4 | 0b0110011100100 | --- | --------------------------------------- | ---
0x0ce5 | 0b0110011100101 | --- | --------------------------------------- | ---
0x0ce6 | 0b0110011100110 | --- | --------------------------------------- | ---
0x0ce7 | 0b0110011100111 | --- | --------------------------------------- | ---
0x0ce8 | 0b0110011101000 | --- | --------------------------------------- | ---
0x0ce9 | 0b0110011101001 | --- | --------------------------------------- | ---
0x0cea | 0b0110011101010 | --- | --------------------------------------- | ---
0x0ceb | 0b0110011101011 | --- | --------------------------------------- | ---
0x0cec | 0b0110011101100 | --- | --------------------------------------- | ---
0x0ced | 0b0110011101101 | --- | --------------------------------------- | ---
0x0cee | 0b0110011101110 | --- | --------------------------------------- | ---
0x0cef | 0b0110011101111 | --- | --------------------------------------- | ---
0x0cf0 | 0b0110011110000 | 207 | minecraft:beetroots                     | minecraft:beetroots[age=0]
0x0cf1 | 0b0110011110001 | 207 | minecraft:beetroots                     | minecraft:beetroots[age=1]
0x0cf2 | 0b0110011110010 | 207 | minecraft:beetroots                     | minecraft:beetroots[age=2]
0x0cf3 | 0b0110011110011 | 207 | minecraft:beetroots                     | minecraft:beetroots[age=3]
0x0cf4 | 0b0110011110100 | --- | --------------------------------------- | ---
0x0cf5 | 0b0110011110101 | --- | --------------------------------------- | ---
0x0cf6 | 0b0110011110110 | --- | --------------------------------------- | ---
0x0cf7 | 0b0110011110111 | --- | --------------------------------------- | ---
0x0cf8 | 0b0110011111000 | --- | --------------------------------------- | ---
0x0cf9 | 0b0110011111001 | --- | --------------------------------------- | ---
0x0cfa | 0b0110011111010 | --- | --------------------------------------- | ---
0x0cfb | 0b0110011111011 | --- | --------------------------------------- | ---
0x0cfc | 0b0110011111100 | --- | --------------------------------------- | ---
0x0cfd | 0b0110011111101 | --- | --------------------------------------- | ---
0x0cfe | 0b0110011111110 | --- | --------------------------------------- | ---
0x0cff | 0b0110011111111 | --- | --------------------------------------- | ---
0x0d00 | 0b0110100000000 | 208 | minecraft:grass_path                    | minecraft:grass_path
0x0d01 | 0b0110100000001 | --- | --------------------------------------- | ---
0x0d02 | 0b0110100000010 | --- | --------------------------------------- | ---
0x0d03 | 0b0110100000011 | --- | --------------------------------------- | ---
0x0d04 | 0b0110100000100 | --- | --------------------------------------- | ---
0x0d05 | 0b0110100000101 | --- | --------------------------------------- | ---
0x0d06 | 0b0110100000110 | --- | --------------------------------------- | ---
0x0d07 | 0b0110100000111 | --- | --------------------------------------- | ---
0x0d08 | 0b0110100001000 | --- | --------------------------------------- | ---
0x0d09 | 0b0110100001001 | --- | --------------------------------------- | ---
0x0d0a | 0b0110100001010 | --- | --------------------------------------- | ---
0x0d0b | 0b0110100001011 | --- | --------------------------------------- | ---
0x0d0c | 0b0110100001100 | --- | --------------------------------------- | ---
0x0d0d | 0b0110100001101 | --- | --------------------------------------- | ---
0x0d0e | 0b0110100001110 | --- | --------------------------------------- | ---
0x0d0f | 0b0110100001111 | --- | --------------------------------------- | ---
0x0d10 | 0b0110100010000 | 209 | minecraft:end_gateway                   | minecraft:end_gateway
0x0d11 | 0b0110100010001 | --- | --------------------------------------- | ---
0x0d12 | 0b0110100010010 | --- | --------------------------------------- | ---
0x0d13 | 0b0110100010011 | --- | --------------------------------------- | ---
0x0d14 | 0b0110100010100 | --- | --------------------------------------- | ---
0x0d15 | 0b0110100010101 | --- | --------------------------------------- | ---
0x0d16 | 0b0110100010110 | --- | --------------------------------------- | ---
0x0d17 | 0b0110100010111 | --- | --------------------------------------- | ---
0x0d18 | 0b0110100011000 | --- | --------------------------------------- | ---
0x0d19 | 0b0110100011001 | --- | --------------------------------------- | ---
0x0d1a | 0b0110100011010 | --- | --------------------------------------- | ---
0x0d1b | 0b0110100011011 | --- | --------------------------------------- | ---
0x0d1c | 0b0110100011100 | --- | --------------------------------------- | ---
0x0d1d | 0b0110100011101 | --- | --------------------------------------- | ---
0x0d1e | 0b0110100011110 | --- | --------------------------------------- | ---
0x0d1f | 0b0110100011111 | --- | --------------------------------------- | ---
0x0d20 | 0b0110100100000 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=false,facing=down]
0x0d21 | 0b0110100100001 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=false,facing=up]
0x0d22 | 0b0110100100010 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=false,facing=north]
0x0d23 | 0b0110100100011 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=false,facing=south]
0x0d24 | 0b0110100100100 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=false,facing=west]
